artist,toponim,toponim_key,tip_lokacije,skladba,album,besedilo_url,yt_url,stevilo_pojavljanj,lat,lon,country_geo_name
tunja,Bosna,bosna,država,Surovina,Kolajna,https://genius.com/Tunja-surovina-lyrics,https://www.youtube.com/watch?v=4dHyObPoVUI,1,43.9159,17.6791,Bosnia and Herzegovina
