artist,toponim,toponim_key,tip_lokacije,skladba,album,besedilo_url,yt_url,stevilo_pojavljanj,lat,lon,country_geo_name
tunja,Afrika,afrika,celina,Zdravljica,Kolajna,https://genius.com/Tunja-zdravljica-lyrics,https://www.youtube.com/watch?v=5nZejAARpkA,4,1.6508,17.6791,
tunja,Evropa,evropa,celina,Neki na O,Kolajna,https://genius.com/Tunja-neki-na-o-lyrics,https://www.youtube.com/watch?v=l1RqUolvuoM,1,54.526,15.2551,
